"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"exp_8"	"exp_9"	"exp_10"	"exp_11"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"pbin_8"	"pbin_9"	"pbin_10"	"pbin_11"	"SumAbsDev"	"LargestDev"
"接驳"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"控"	0	0	0	0	0	0	1	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	1.263	-0.034	-0.072	-0.006	-0.05	1.719	"7"
"控告"	0	0	0	0	0	0	0	0	0	0	1	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	0.967	1.397	"11"
"推"	0	0	1	0	0	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	1.112	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	1.557	"3"
"推出"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"推离"	0	0	1	0	0	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	1.112	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	1.557	"3"
"提升"	0	0	0	0	0	0	0	0	1	0	1	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	-0.05	-0.025	-0.07	-0.032	-0.352	-0.058	-0.049	-0.067	0.549	-0.012	0.69	1.954	"11"
"搜查"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"搜集"	0	0	0	0	0	0	0	0	0	0	1	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	0.967	1.397	"11"
"搞清楚"	0	0	0	0	0	0	1	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	1.263	-0.034	-0.072	-0.006	-0.05	1.719	"7"
"搭"	0	0	0	1	0	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	1.438	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	1.902	"4"
"搭乘"	0	0	1	0	0	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	1.112	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	1.557	"3"
"摄氏度"	0	0	0	0	2	0	0	0	0	0	0	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	-0.05	-0.025	-0.07	-0.032	0.954	-0.058	-0.049	-0.067	-0.144	-0.012	-0.099	1.56	"5"
"摊贩"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"撞上"	0	0	0	0	2	0	0	0	0	0	0	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	-0.05	-0.025	-0.07	-0.032	0.954	-0.058	-0.049	-0.067	-0.144	-0.012	-0.099	1.56	"5"
"撤军"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"攀缘"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"支柱"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"收费"	0	0	0	0	2	0	0	0	0	0	0	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	-0.05	-0.025	-0.07	-0.032	0.954	-0.058	-0.049	-0.067	-0.144	-0.012	-0.099	1.56	"5"
"改"	0	0	0	1	0	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	1.438	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	1.902	"4"
"改变"	0	0	0	0	0	0	0	0	0	0	1	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	0.967	1.397	"11"
"改善"	1	0	0	0	1	0	0	0	1	0	1	0.223	0.114	0.309	0.146	1.334	0.258	0.218	0.297	0.612	0.057	0.431	0.688	-0.05	-0.14	-0.065	-0.227	-0.116	-0.097	-0.134	0.314	-0.025	0.436	2.292	"1"
"改建"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"改由"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"改编为"	0	0	0	0	0	0	0	0	0	0	1	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	0.967	1.397	"11"
"改革"	0	0	0	0	1	0	0	0	5	0	0	0.335	0.171	0.463	0.219	2.001	0.388	0.327	0.445	0.919	0.086	0.647	-0.15	-0.075	-0.209	-0.097	-0.455	-0.174	-0.146	-0.201	3.356	-0.037	-0.297	5.197	"9"
"攻打"	0	0	0	0	0	0	0	0	0	1	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	1.846	-0.05	2.32	"10"
"政党"	0	0	0	0	1	0	0	0	0	0	1	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	-0.05	-0.025	-0.07	-0.032	0.255	-0.058	-0.049	-0.067	-0.144	-0.012	0.69	1.452	"11"
"政变"	2	0	0	0	0	0	0	0	0	0	0	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	2.507	-0.025	-0.07	-0.032	-0.352	-0.058	-0.049	-0.067	-0.144	-0.012	-0.099	3.415	"1"
"政治"	0	0	0	0	0	2	0	0	2	0	0	0.223	0.114	0.309	0.146	1.334	0.258	0.218	0.297	0.612	0.057	0.431	-0.1	-0.05	-0.14	-0.065	-0.705	1.64	-0.097	-0.134	0.945	-0.025	-0.198	4.099	"6"
"政策"	0	0	0	0	0	2	0	0	1	0	0	0.167	0.086	0.232	0.109	1	0.194	0.164	0.223	0.459	0.043	0.323	-0.075	-0.038	-0.105	-0.048	-0.529	1.922	-0.073	-0.101	0.406	-0.019	-0.149	3.465	"6"
"教育"	0	0	0	0	0	0	0	0	6	0	0	0.335	0.171	0.463	0.219	2.001	0.388	0.327	0.445	0.919	0.086	0.647	-0.15	-0.075	-0.209	-0.097	-1.057	-0.174	-0.146	-0.201	4.89	-0.037	-0.297	7.333	"9"
"散播"	0	0	0	0	0	0	0	0	0	0	1	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	0.967	1.397	"11"
"整"	0	0	0	1	0	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	1.438	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	1.902	"4"
"整建"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"整顿"	1	0	0	0	0	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	1.253	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	1.708	"1"
"文明"	0	0	0	0	0	0	0	0	1	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	0.815	-0.006	-0.05	1.223	"9"
"文礼"	0	0	0	1	0	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	1.438	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	1.902	"4"
"新"	1	2	0	2	2	1	0	0	14	0	0	1.227	0.628	1.698	0.803	7.336	1.421	1.2	1.633	3.368	0.314	2.372	-0.187	0.889	-0.767	0.719	-2.032	-0.237	-0.536	-0.737	6.44	-0.137	-1.09	13.771	"9"
"新党"	0	0	0	0	0	1	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	1.19	-0.024	-0.034	-0.072	-0.006	-0.05	1.641	"6"
"新型"	0	0	0	0	0	0	0	0	1	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	0.815	-0.006	-0.05	1.223	"9"
"新型工"	0	0	0	0	0	1	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	1.19	-0.024	-0.034	-0.072	-0.006	-0.05	1.641	"6"
"新捷运"	0	0	0	1	0	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	1.438	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	1.902	"4"
"新桥路"	0	0	0	1	0	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	1.438	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	1.902	"4"
"新鲜人"	0	0	0	0	0	0	0	0	0	0	1	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	0.967	1.397	"11"
"方向"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"方式"	0	0	0	0	0	0	0	0	3	0	0	0.167	0.086	0.232	0.109	1	0.194	0.164	0.223	0.459	0.043	0.323	-0.075	-0.038	-0.105	-0.048	-0.529	-0.087	-0.073	-0.101	2.445	-0.019	-0.149	3.669	"9"
"方案"	0	0	0	0	2	1	0	0	0	0	0	0.167	0.086	0.232	0.109	1	0.194	0.164	0.223	0.459	0.043	0.323	-0.075	-0.038	-0.105	-0.048	0.586	0.741	-0.073	-0.101	-0.217	-0.019	-0.149	2.152	"6"
"方法"	0	0	0	0	0	0	2	1	2	0	0	0.279	0.143	0.386	0.182	1.667	0.323	0.273	0.371	0.766	0.071	0.539	-0.125	-0.063	-0.174	-0.081	-0.881	-0.145	1.575	0.495	0.768	-0.031	-0.248	4.586	"7"
"施压"	0	0	0	0	0	0	0	1	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	1.129	-0.072	-0.006	-0.05	1.575	"8"
"施工"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"旁边"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"旅"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"旅次"	0	0	0	0	0	0	0	0	0	0	1	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	0.967	1.397	"11"
"旅游"	0	1	0	0	1	0	0	0	0	0	0	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	-0.05	1.25	-0.07	-0.032	0.255	-0.058	-0.049	-0.067	-0.144	-0.012	-0.099	2.086	"2"
"既成"	0	0	0	0	0	0	0	0	0	0	3	0.167	0.086	0.232	0.109	1	0.194	0.164	0.223	0.459	0.043	0.323	-0.075	-0.038	-0.105	-0.048	-0.529	-0.087	-0.073	-0.101	-0.217	-0.019	2.902	4.194	"11"
"日程"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"昆阳"	0	0	0	0	3	0	0	0	0	0	0	0.167	0.086	0.232	0.109	1	0.194	0.164	0.223	0.459	0.043	0.323	-0.075	-0.038	-0.105	-0.048	1.431	-0.087	-0.073	-0.101	-0.217	-0.019	-0.149	2.343	"5"
"明珠线"	1	0	0	0	0	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	1.253	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	1.708	"1"
"星期二"	0	0	0	0	0	0	0	1	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	1.129	-0.072	-0.006	-0.05	1.575	"8"
"春节"	0	0	0	0	0	0	0	0	0	0	1	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	0.967	1.397	"11"
"春运"	1	0	0	0	0	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	1.253	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	1.708	"1"
"景"	0	0	0	1	0	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	1.438	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	1.902	"4"
"景区"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"景点"	0	1	0	0	1	0	0	0	0	0	0	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	-0.05	1.25	-0.07	-0.032	0.255	-0.058	-0.049	-0.067	-0.144	-0.012	-0.099	2.086	"2"
"景观"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"暂不"	0	0	0	0	0	0	0	0	0	0	1	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	0.967	1.397	"11"
"暴力"	0	0	0	0	0	0	0	2	0	0	0	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	-0.05	-0.025	-0.07	-0.032	-0.352	-0.058	-0.049	2.259	-0.144	-0.012	-0.099	3.15	"8"
"暴露出"	1	0	0	0	0	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	1.253	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	1.708	"1"
"更何况"	0	0	0	0	0	0	1	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	1.263	-0.034	-0.072	-0.006	-0.05	1.719	"7"
"更加"	0	0	0	0	0	0	0	0	1	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	0.815	-0.006	-0.05	1.223	"9"
"更换"	0	0	0	0	0	0	0	0	0	0	1	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	0.967	1.397	"11"
"更改"	0	0	0	0	2	0	0	0	0	0	0	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	-0.05	-0.025	-0.07	-0.032	0.954	-0.058	-0.049	-0.067	-0.144	-0.012	-0.099	1.56	"5"
"曼利"	0	0	0	0	0	0	0	0	0	0	1	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	0.967	1.397	"11"
"曾文"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"替代"	0	0	0	0	3	0	0	0	0	0	4	0.391	0.2	0.54	0.255	2.334	0.452	0.382	0.52	1.072	0.1	0.755	-0.175	-0.088	-0.244	-0.113	0.367	-0.203	-0.17	-0.235	-0.505	-0.044	2.442	4.586	"11"
"最佳"	0	0	0	0	0	0	1	0	0	0	3	0.223	0.114	0.309	0.146	1.334	0.258	0.218	0.297	0.612	0.057	0.431	-0.1	-0.05	-0.14	-0.065	-0.705	-0.116	0.697	-0.134	-0.289	-0.025	2.337	4.658	"11"
"最后"	0	0	0	0	0	0	0	0	0	0	1	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	0.967	1.397	"11"
"最好"	0	0	0	0	0	0	0	0	1	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	0.815	-0.006	-0.05	1.223	"9"
"有为"	0	0	0	0	0	0	0	0	0	0	1	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	0.967	1.397	"11"
"有余"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"有关"	0	0	1	0	0	0	1	0	0	0	0	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	-0.05	-0.025	0.829	-0.032	-0.352	-0.058	0.974	-0.067	-0.144	-0.012	-0.099	2.642	"7"
"有序"	0	0	0	0	0	0	0	0	1	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	0.815	-0.006	-0.05	1.223	"9"
"有效"	0	0	0	0	0	0	0	1	7	0	0	0.446	0.228	0.617	0.292	2.668	0.517	0.436	0.594	1.225	0.114	0.862	-0.199	-0.101	-0.279	-0.129	-1.409	-0.232	-0.195	0.337	4.864	-0.05	-0.396	8.191	"9"
"有限"	0	0	0	0	0	0	1	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	1.263	-0.034	-0.072	-0.006	-0.05	1.719	"7"
"服务"	0	0	0	3	1	0	0	0	1	0	0	0.279	0.143	0.386	0.182	1.667	0.323	0.273	0.371	0.766	0.071	0.539	-0.125	-0.063	-0.174	3.337	-0.337	-0.145	-0.122	-0.168	0.248	-0.031	-0.248	4.998	"4"
"朝"	0	0	0	0	0	0	0	0	2	0	0	0.112	0.057	0.154	0.073	0.667	0.129	0.109	0.148	0.306	0.029	0.216	-0.05	-0.025	-0.07	-0.032	-0.352	-0.058	-0.049	-0.067	1.63	-0.012	-0.099	2.444	"9"
"本岛"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"机场"	1	0	0	0	4	0	0	0	0	0	0	0.279	0.143	0.386	0.182	1.667	0.323	0.273	0.371	0.766	0.071	0.539	0.603	-0.063	-0.174	-0.081	1.344	-0.145	-0.122	-0.168	-0.361	-0.031	-0.248	3.34	"5"
"机能"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"杜绝"	0	0	0	0	0	0	1	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	1.263	-0.034	-0.072	-0.006	-0.05	1.719	"7"
"杜锳"	0	0	0	0	0	0	0	0	0	0	1	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	0.967	1.397	"11"
"条"	2	19	0	3	8	3	0	0	1	0	0	2.008	1.027	2.779	1.314	12.005	2.326	1.963	2.673	5.512	0.513	3.881	-0.171	19.619	-1.256	0.845	-0.978	0.383	-0.877	-1.206	-1.723	-0.225	-1.783	29.066	"2"
"条例"	5	0	0	0	0	0	0	0	0	0	0	0.279	0.143	0.386	0.182	1.667	0.323	0.273	0.371	0.766	0.071	0.539	6.267	-0.063	-0.174	-0.081	-0.881	-0.145	-0.122	-0.168	-0.361	-0.031	-0.248	8.541	"1"
"条例草"	0	0	0	0	0	0	0	0	0	0	1	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	0.967	1.397	"11"
"条条"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"来"	0	0	0	0	0	0	0	0	1	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	0.815	-0.006	-0.05	1.223	"9"
"来往"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"杨仁寿"	0	0	0	0	0	0	0	1	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	1.129	-0.072	-0.006	-0.05	1.575	"8"
"松散"	0	1	0	0	0	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	1.545	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	2.012	"2"
"板桥"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
"极端"	0	0	0	0	0	0	0	0	0	0	1	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	-0.176	-0.029	-0.024	-0.034	-0.072	-0.006	0.967	1.397	"11"
"林务局"	0	0	0	0	1	0	0	0	0	0	0	0.056	0.029	0.077	0.036	0.333	0.065	0.055	0.074	0.153	0.014	0.108	-0.025	-0.013	-0.035	-0.016	0.477	-0.029	-0.024	-0.034	-0.072	-0.006	-0.05	0.781	"5"
