"top20dca_collo"	"cluster"	"concept"
"公司 英国 美国 接受 采访 国家 哥伦比亚 全国 BBC 报道 电视网 ABC 凯利 访问 CBS 告诉 英 NA NA NA"	4	"program_broadcast_06619428-n"
"电台 中央 广播 人民 调幅 数字 朱婉清 刘振英 影视 沉闷 申格称 调频 电 收听到 董事长 电视台 NA NA NA NA"	5	"program_broadcast_06619428-n"
"防治 非典 工作 要 开展 做好 干部 抓 思想 肺炎 全国 改革 各 国务院 加强 党委 全面 宣传 指导 认真"	1	"project_task_00795720-n"
"比赛 个 表演 运动 金牌 农运会 女子 正式 田径 运动员 选手 等 优势 体育 列为 前途 参赛 周末 奥运 奥运史"	2	"project_task_00795720-n"
"投资 建设 发展 项目 工程 美元 外资 个 优先 化 外商 环保 联体 资金 重点 亿 这些 等 一些 产业"	3	"project_task_00795720-n"
"“ ” 计划 人员 执行 项 重建 推动 提出 解决 部队 下 和平 援助 研究 从事 艰巨 路线图 主要 推出"	4	"project_task_00795720-n"
"活动 教育 工作 开展 知识 宣传 非典 向 思想 防治 积极 群众 预防 加强 文化 科学 通过 大力 做好 农村"	1	"promotion_07247071-n"
"广告 虚假 明星 严厉 代言人 名犬 监测 阿雅 上 行为 医疗 发布 促销 NA NA NA NA NA NA NA"	2	"promotion_07247071-n"
"拍 刘德华 女星 讯 钻表 力士 J-PHONE MV SKII 享受到 代言 便秘 傻傻 元斌 出击 卫生棉 天伦之乐 孙燕姿 崛 广告片"	3	"promotion_07247071-n"
"台 刊登 唱片 节目 公司 招牌 来 收入 电影 海报 专辑 审查 对外 活 版 NA NA NA NA NA"	4	"promotion_07247071-n"
"发挥 重要 积极 中 安南 了 更 中东 沟通 联合国 基因 建设性 统一 大 过程 NA NA NA NA NA"	1	"purpose_05149325-n"
"发挥 伊拉克 应 重建 联合国 战后 主导 充分 中 伟大 进程 北约 理应 鲍威尔 NA NA NA NA NA NA"	2	"purpose_05149325-n"
"起到 了 促进 推动 旱情 至关 示范 大 推进 NA NA NA NA NA NA NA NA NA NA NA"	3	"purpose_05149325-n"
"具有 等 种 产品 可以 城市 强 功能 提供 服务 网络 可 系统 免疫 它 电子 身体 人体 使用者 增"	4	"purpose_05149325-n"
"起 产生 配置 加强 先锋 挥 模范 核心 有 生态 保护 着 不可 主力军 充 具 启发 因素 工人 工会"	5	"purpose_05149325-n"
"有 后 必须 只有 需要 得 完全 这样 需 要 个人 足够 ” 之后 何时 保证 决定 努力 和平 时间"	1	"quality_caliber_04728068-n"
"高 吨 利率 最 来 月 调高 九月 创 创下 存款 放款 处理 以来 低 今年 供水 公债 原油 可望"	2	"quality_caliber_04728068-n"
"提高 和 能力 生产 强 加强 提升 科技 服务 装备 队伍 综合 具备 具有 提 技术 人才 作战 增强 学生"	3	"quality_caliber_04728068-n"
"卫星 发射 地球 火星 颗 送入 火箭 号 太空 运行 它 同步 重量 俄 和平号 探测 探测器 预定 风云 进入"	1	"railway_04048075-n"
"铁路 公路 高速 提速 衔接 京义线 电气化 复原 开城 横 汶山 南北韩 枢纽 广深 德国 主干线 仪式 分界线 客货 干线"	2	"railway_04048075-n"
"交通 工程 建设 地铁 上海 线路 青藏 发展 建成 城市 客运 全面 总公司 规划 隧道 条 施工 铁 NA NA"	3	"railway_04048075-n"
"运输 列车 旅客 火车 春运 集集 台铁 分局 车票 铁道部 站 傅志寰 公安 南投县 票 客流 管理局 台湾 全国 人次"	4	"railway_04048075-n"
"》 《 据 南洋 商报 日报 杂志 星洲日报 香港 时报 申办 邮报 另 明报 纽约时报 昨天 奥委会 昨日 篇 俄"	1	"report_06681551-n"
"媒体 新华社 据 日 以色列 早 电视台 伊拉克 新闻 驻 此 间 美军 电视 官员 巴格达 援引 电台 综合 通讯社"	2	"report_06681551-n"
"例 非典 病例 疑似 内地 疫情 累计 肺炎 新增 新 临床 典型 出院 治愈 诊断 中国 卫生 快讯 感染 牛病"	3	"report_06681551-n"
"份 指出 中 调查 发表 研究 提出 向 委员会 立法院 项 显示 认为 公佈 该 公布 年度 做 提 美国"	4	"report_06681551-n"
"人民 中华 《 》 高 最 关于 12日 大使 全权 公告 公布 保护法 代表 条例 主义 全文 国务院 特命 法院"	1	"republic_commonwealth_08361329-n"
"卫队 俄 刚果 塞尔维亚 黑山 南斯拉夫 民 车臣 德国 中华人 俄罗斯 伊朗 共和 通讯社 共和国 伊 伊拉克 伊斯兰 总统 联盟"	2	"republic_commonwealth_08361329-n"
"调查局 特工 美国 官员 美 圣迭哥 情报局 沙地 米勒 罗伯特 调查 局长 执法 警告 安全局 发言人 . 不利 事先 五角大厦"	3	"republic_commonwealth_08361329-n"
"最高法院 布希 裁决 上诉 提出 计票 佛州 小布什 高院 法官 同意 布什 诉讼 大选 佛罗里达州 选票 日 人工 法庭 阵营"	4	"republic_commonwealth_08361329-n"
"美国 委员会 准备 理事会 利率 众议员 储备 瑞士 参议员 基金 华盛顿 联邦 储备局 减息 州 宪法 共和党 FED 华盛顿州 专电"	5	"republic_commonwealth_08361329-n"
"） （ 大厦 国会 中心 办公 总部 购物 地点 广场 机场 号 外 业主 抗议 政府 樟宜 示威 议会 NA"	1	"residence_03719053-n"
"层 楼 栋 建筑 平方米 座 面积 万 高 小区 建 户 其中 物业 北京市 占地 地上 坪 娜英 旭"	2	"residence_03719053-n"
"住宅 私人 市场 贷款 商品 消费 居民 建设 国民 健康 劳工 居住 项目 购置 产业 供应 公务人员 家庭 银行 产品"	3	"residence_03719053-n"
"角 五 美国 官员 美军 证实 2日 华盛顿 宣布 炸药 105 9日 Strker 三百多 人称 关 史无前例 吹风 国防部长 布雷默"	4	"residence_03719053-n"
"-- 立法院 中兴 十时 记者会 会议室 三十分 一零三 贵宾室 二楼 体育 室 上午 十一时 一零七 中华 十四时 台大 委 召开"	5	"residence_03719053-n"
"完成 建设 各 工程 亩 军队 造林 出色 部署 项 改革 NA NA NA NA NA NA NA NA NA"	1	"responsibility_01129920-n"
"执行 有限 公司 维 负有 中心 其 部队 巡逻 美军 伊拉克 分局 取缔 后 太空 归属 担负 海军 艰鉅 担任"	2	"responsibility_01129920-n"
"履行 艰巨 政府 首要 和 落实 重大 明确 义务 重要 负 善尽 权利 目标 认真 面临 加强 有 报告 NA"	3	"responsibility_01129920-n"
"追究 刑事 有关 依法 犯罪 构成 严肃 县级 地方官员 物品罪 责 规定 事故 刑 制度 查处 民事 处分 责任 领导"	4	"responsibility_01129920-n"
"负起 社会 下台 候选国 谁 新航 举证 出书 坎培 必需 必须 愿 摊主 机师 沈世宏 清除 狗主 究竟 赔偿 通联"	5	"responsibility_01129920-n"
"承担 起 局势 到底 勇于 应对 选拔 全部 自己 责任 NA NA NA NA NA NA NA NA NA NA"	6	"responsibility_01129920-n"
"颁奖 金钟奖 电视 -- 」 暨 八十九 饭店 二十一 大奖 奖项 文学奖 斯德哥尔摩 楷模 科技奖 竞技 署 音乐 届 台北"	1	"ritual_00414790-n"
"签字 国际 签约 与 告别 上 按照 成人 并 结婚 依照 婚礼 雅典 人才 体系 依 修正案 入盟 发明者 合作"	2	"ritual_00414790-n"
"主持 开幕 受 揭牌 由 俱乐部 副总理 推介 李显龙 部长 邀 分发 挥旗 根成 礼物箱 选区 防备包 项 姚照东 访"	3	"ritual_00414790-n"
"举行 升旗 参加 就职 总统府 启用 上午 仪式 今天 发表 举办 国旗 捐赠 欢迎 隆重 大使 交接 纪念 三十分 元旦"	4	"ritual_00414790-n"
"颁奖 登场 主持人 」 新闻局 金鹰 届 奥斯卡 金马奖 颁发 ■ 八十九 接力 连袂 优良 担任 暨 -- NA NA"	1	"ritual_rite_01027859-n"
"开幕 欢迎 升旗 就职 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA"	2	"ritual_rite_01027859-n"
"签字 一汽 暨南 协定 协议 合作 会见 专程 低调 公约 宪章 广州市 总投资 恰巧 文件 智利队 朱琦 毛磊 泽慧 津"	3	"ritual_rite_01027859-n"
"交接 张俊雄 约旦 -- 彭明敏 物资 联谊会 行政院长 卸任 澳门 NA NA NA NA NA NA NA NA NA NA"	4	"ritual_rite_01027859-n"
"高速 段 公路 京沪 建成 公里 红梅 京津塘 千里行 电单车 达到 往 投资 来到 行 65 出口处 北宜 千里 南京"	1	"road_route_04096066-n"
"、 过 发展 巴士 走 号 两旁 街道 安全 地图 方针 走上 选择 一样 中间 办事处 在 城区 层 指南"	2	"road_route_04096066-n"
"条 工程 建设 客运 系统 交通 通道 铁路 运输 项目 桥樑 西部 道路 桥梁 电子 西南 事故 交通部 开辟 干线"	3	"road_route_04096066-n"
"扮演 重要 方面 所 非常 着 觉得 中 关键 角色 东北亚 中医药 主持人 积极 该 一定 不同 NA NA NA"	1	"role_character_05929008-n"
"完成 工程 三峡 武装 兵团 圆满 捍卫 期限 机动 消灭 灭火剂 移民 考察 车臣 生产 建设 实现 承担 运输 NA"	2	"role_character_05929008-n"
"演 饰演 自己 很 主角 像 名字 扮 游戏 霹雳 故事 演员 中 Kapo 亦 优周刊 充当 剧 动画 同志"	3	"role_character_05929008-n"
"执行 飞行 空军 伊拉克 古柯农 麻雀 架 NA NA NA NA NA NA NA NA NA NA NA NA NA"	4	"role_character_05929008-n"
"政治 新闻 首要 作为 艰巨 : 担任 改革 维 项 号 和平 总理 面临 NA NA NA NA NA NA"	5	"role_character_05929008-n"
"解决 提出 替代 方案 讨论 核四 包括 行政院 规划 统一 项 因应 可行 实施 扩大 WHO 多元 寻求 接受 推动"	1	"rule_convention_05667613-n"
"和 制定 管理 、 行为 国际 诊断 套 按照 产品 严格 按 范围 道德 食品 化 依 依据 发展 完善"	2	"rule_convention_05667613-n"
"达到 标准 排放 成绩 达 杆 桿 A 及格 洞 直辖市 腕表 指标 人口 低于 双重 录取 是以 柏蒂 超过"	3	"rule_convention_05667613-n"
"： 时间 发生 7时 座 到 12时 傍晚 办公 左右 附近 30分 分 前往 地点 大厦 晚上 死者 汽油 爆炸案"	1	"situation_position_13925752-n"
"地理 优越 恰当 举行 具体 巴 考量 耶路撒冷 一哥 主 倾斜 兴建 受尽 可疑 同一 喊停 大雪山 度 所在 搜查"	2	"situation_position_13925752-n"
"问题 政府 中国 支持 美国 上 协调 表明 国民党 明确 中共 对于 重申 台湾 会谈 原则 和平 基本 希望 强调"	3	"situation_position_13925752-n"
"国际 新 中 下 当前 重要 经济 世界 严峻 竞争 保持 目前 作为 具有 出现 占据 地区 提高 政治 金融"	4	"situation_position_13925752-n"
"下 种 不利 正常 自身 萧万长 领先 肺炎 NA NA NA NA NA NA NA NA NA NA NA NA"	1	"situation_state_of_affairs_13927383-n"
"NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA"	2	"situation_state_of_affairs_13927383-n"
"颁奖 届 奖 今晚 登场 金马奖 颁 国父 纪念馆 金钟奖 . 八十九 年度 金鹰 杰出 十二月 中心 七时 九月 偶像"	1	"social_occasion_07447261-n"
"警方 游行 群众 要求 示威 集会 非法 于 次 地点 昨天 讨论 项 组织 反对 学员 市中心 朋友 民众 观赏"	2	"social_occasion_07447261-n"
"国庆 门票 庆典 今年 观众 国庆日 委员会 庆 6万 www.ndp.org.sg 对 浏览 演出 索取 网站 现场 NA NA NA NA"	3	"social_occasion_07447261-n"
"开幕 升旗 -- 总统 举行 主持 就职 交接 参加 十时 纪念 上午 总统府 由 下午 侨胞 元旦 大会 通车 活动"	4	"social_occasion_07447261-n"
"名 美军 有 伊拉克 以色列 两 维 袭击 被 受伤 和 丧生 士兵 巴格达 死亡 身亡 遭 事件 平民 造成"	1	"soldier_10622053-n"
"退伍 八二三 荣誉 伍 协会 《 安置 批 乡 事务 事务部 充实 军嫂 凝重 分会 国防部长 土改 基层 奖牌 安置好"	2	"soldier_10622053-n"
"政府 军官 军人 们 老 政变 缅甸 志愿军 战备 翁山淑枝 战场 连 现役 边防 逮捕 协会 着 美国 发动 服役"	3	"soldier_10622053-n"
"市场 股市 交投 弥漫 交易 消费者 指数 密歇根 观望 03 房地产 持续 散户 略 疲弱 带动 悲观 投资 NA NA"	1	"spirit_feeling_14526182-n"
"反 高涨 稳定 营造 影响 不满 社会 美 群众 两岸 低落 在野党 日 民众 双方 一些 亲切 创造 和解 失控"	2	"spirit_feeling_14526182-n"
"种 我 你 很 让 人 好 有 ？ 太 那 真 像 时候 给 她 一下 一样 不同 就是"	3	"spirit_feeling_14526182-n"
"热烈 节日 喜庆 欢乐 洋溢 热闹 友好 一派 义卖 会场 婚礼 新春 耶诞 阵阵 高悬 增添 沉浸 会谈 中 充满"	4	"spirit_feeling_14526182-n"
"紧张 着 沉重 带 现场 十分 大家 激动 相当 们 可以 愉快 显得 漂亮 观众 NA NA NA NA NA"	5	"spirit_feeling_14526182-n"
"( ) : 综合 雅典 锦标赛 冠军 世锦赛 委 皇马 世界 选手 亮相 奥组 女足 戴斯勒 挺进 澳门 男单 稿"	1	"sport_athletics_00523513-n"
"巴勒斯坦 亚齐 伊斯兰 抵抗 独立 领导人 发起 哈马斯 民主 组织 项 科特迪瓦 自由 主义 势力 反 回教 领袖 反对 爱国"	2	"sport_athletics_00523513-n"
"运动 活动 体育 发展 国家 协会 总局 总会 我国 竞技 全民 新加坡 项目 文化 运动员 健身 残疾人 理事会 赛事 代表团"	3	"sport_athletics_00523513-n"
"一 中国 ” 」 个 「 两岸 坚持 下 原则 和平 问题 上 承认 互利 关系 基础 必须 立场 解决"	1	"standard_07260623-n"
"达到 收费 按 代表 提高 此 高 ¤ 恕 符号 国家 无法 标准 低 环保 衡量 汉字 非 优质 诊断"	2	"standard_07260623-n"
"符合 和 严格 管理 市场 工作 行为 指导 制定 发展 防治 化 规范 行政 措施 依 加强 整顿 条 秩序"	3	"standard_07260623-n"
"以 出席 总统 第一 代表 访问 参加 是以 萧万长 观察员 主席 加入 特使 长 来 大会 小组 盟主 邀请 院长"	1	"standing_13948136-n"
"奖学金 财富 承认 认同 主人 亚洲人 人种 代 变换 布袋戏 执政 挥洒 显赫 相 相等 社经 织田 超然 采儿 动摇"	2	"standing_13948136-n"
"警方 不明 名 袭击 死者 人员 证明 公民 武装 资料 男子 透露 公开 凯利 分子 尸体 幕后 掌握 清查 特殊"	3	"standing_13948136-n"
"国际 重要 中 基础 作为 战略 农业 其 作用 加强 贸易 具有 保持 社会 中心 政治 大国 巩固 台湾 市场"	4	"standing_13948136-n"
"处于 领先 世界 中 东亚 共产党 前政权 弱势 女性 优势 NA NA NA NA NA NA NA NA NA NA"	5	"standing_13948136-n"
"名 具有 不明 警方 个 利用 居民 是以 者 透露 便 确认 个人 分子 武装 死者 证明 资料 特殊 公民"	1	"status_position_13945919-n"
"领先 居 居于 处于 信息化 柯达 保持 一直 优势 争夺 全天候 技术处 有利 舒马赫 蜂 跳台 跳雪 郝尔德 银行界 中"	2	"status_position_13945919-n"
"国际 中 提高 重要 加强 主导 取代 巩固 政治 全球 历史 战略 提升 处于 世界 不利 作用 农业 占据 学术"	3	"status_position_13945919-n"
"以 观察员 出席 加入 WHA 主持 大会 小组 候选人 卫生 参与 邀请 代表 访问 台湾 中美洲 主人 会员 会长 传闻"	4	"status_position_13945919-n"
"辞去 担任 他 犯罪 职务 共和国 ; 由 世盟 内阁 总统 任 卸下 瓦希德 董事长 等 为 书记 依 依法"	5	"status_position_13945919-n"
"银行 买卖 有限公司 持有 投资 证券 柜台 企业 发行 经纪 集团 行 上柜 管理 股东 基金 股份 今天 股 中心"	1	"stock_13417071-n"
"交易所 纽约 指数 代表 罗素 证交所 综合 美国 格 2000 台湾 上升股 股票 市场价 当天 下跌股 指出 作业 吉隆坡 委任"	2	"stock_13417071-n"
"价格 种 平均 点 只 比 指数 琼斯 抛售 30 上升 DAX30 交易日 工业 跌幅 法兰克福 股价 下跌 500 大盘"	3	"stock_13417071-n"
"等 讨论 台湾 进行 项 意见 研究 与 公投 政治 议题 重要 会议 探讨 交换 主要 会谈 包括 相关 针对"	1	"subject_theme_06599788-n"
"个 关注 成为 热门 读者 人们 回教 宗教 一些 引起 谈 值得 早报 校 水供 滑雪 敏感 关心 涉及 严肃"	2	"subject_theme_06599788-n"
"为 「 ” “ 」 是 活动 大 公园 研讨会 文化 《 举办 旅游 围绕 不同 届 艺术 作品 健康"	3	"subject_theme_06599788-n"
"实施 西部大开发 西部 科教兴国 人才 持续 开发 可 随着 发展 战略 专利 保税区 大力 天津港 重点 NA NA NA NA"	1	"tactic_05905152-n"
"发展 建设 目标 科技 战略 步 具有 制定 思想 资源 实现 重大 技 意义 现代化 规划 区域 国家 经济 重要"	2	"tactic_05905152-n"
"调整 经营 部署 采取 防守 策略 投资 球员 市场 作战 大选 就是 比赛 自己 认为 进攻 错误 防毒 队 战术"	3	"tactic_05905152-n"
"关系 伙伴 美国 国际 联盟 建立 双方 全球 削减 条约 研究所 签署 利益 政策 合作 武器 两国 俄 军事 中东"	4	"tactic_05905152-n"
"教练 球员 国家队 比赛 球队 里 队 国家 队员 担任 选手 赛 （ 训练 出任 最佳 球 诺 . 前"	1	"teacher_instructor_10694258-n"
"退休 指导 全国 位 回教 网站 陈义信 职务 1万 下潜 俱乐部 健身 公务员 双重 团体 国籍 张挺 怨恨 感谢 接任"	2	"teacher_instructor_10694258-n"
"老师 她 们 我 同学 ？ 我们 你 想 ！ 家 了 当 让 告诉 回家 小朋友 找 时候 林"	3	"teacher_instructor_10694258-n"
"教师 学校 学生 教学 校长 补习 教育 家长 资格 女 课程 中学 中小学 学 校 英语 名 国小 小学 教育部"	4	"teacher_instructor_10694258-n"
"大学 研究 机构 学术 专业 针对 台湾 指出 国立 助理 认为 NA NA NA NA NA NA NA NA NA"	1	"teaching_00887081-n"
"台大 专家 教授 大学 著名 研究所 医院 研究院 学院 校长 师范 演讲 院士 院长 南大 中心 学者 徐冠林 所长 ."	2	"teaching_00887081-n"
"说 基金会 伉俪 贾古玛 位 协会 王赓武 陈 佛教 右脑 外交部长 居士林 许 面向 曾 表示 医生 则 主席 NA"	3	"teaching_00887081-n"
"教育 与 华文 学校 文化 及 改革 经费 高等 委员会 立法院 受 社会 工作 学生 中学 家长 教育部 课程 人权"	4	"teaching_00887081-n"
"及 研究 团队 努力 市府 政府 旅游 新 施政 精神 行政院 对于 担任 满意度 竞选 未来 「 共同 包括 工作"	1	"team_squad_08208560-n"
"支 进入 两 3 乙级 哪 轮 四 成绩 参加 合库 复赛 第二 比赛 联盟 阶段 甲级 8 从来 西班牙"	2	"team_squad_08208560-n"
"球员 场 球 英格兰 联赛 为 还是 进球 带领 皇马 领队 英超 教练 球队 使 对垒 战绩 队 NA NA"	3	"team_squad_08208560-n"
"儿童 才艺 成人 表演 6时 图书馆 爱 牛车水 色情 伤害 全国 暴力 权益 活动 NA NA NA NA NA NA"	1	"teenager_09772029-n"
"岁 以下 18 十八 十六 13 名 14 17 12 个案 未满 香烟 NA NA NA NA NA NA NA"	2	"teenager_09772029-n"
"少年 犯罪 名 警方 被 法庭 飙车 嫌犯 林姓 法院 王姓 另 案件 警员 刀 台中 昨晚 李姓 歪风 法官"	3	"teenager_09772029-n"
"锦标赛 足球 培养 届 世界 选手 跆拳道 后备 大奖赛 大年 山西省 摔跤 训练 足球队 全国 A 世界盃 姚滨 小甲 广西"	4	"teenager_09772029-n"
"《 》 西街 5566 拍 拍摄 虎 阿 VCD 三立 事件簿 冒险王 出版社 刊出 剧 剧作 副刊 南洋 卫斯理 增刊"	5	"teenager_09772029-n"
"青少年 行动电话 双语 性教育 正点 活动中心 熟悉 用户 阅读 基地 科普 赌博 沟通 工作 更多 104 4亿 61 三点七 专线"	6	"teenager_09772029-n"
"学生 教育 性 调查 青 基金会 吸烟 社会 法律 父母 男女 美 使用 公益 发明奖 时期 校外 健康 家长 手机"	7	"teenager_09772029-n"
"严峻 面临 挑战 医务 受到 着 带来 突如其来 血库 进程 我们 党 政治 正 面对 经历 人民 NA NA NA"	1	"test_05799212-n"
"他们 她 大 自己 新 去 可以 我 次 接受 我们 失败 想 最 让 做 不断 了解 但是 将"	2	"test_05799212-n"
"系统 进行 测试 技术 完成 发射 标准 试验 中心 卫星 号 核 站 成果 空间 经 科学 体温 封装 工程"	3	"test_05799212-n"
"临床 动物 治疗 细胞 研究 人体 疫苗 方法 医学 基因 鼠 发现 体 药物 中 科学家 新药 用于 患有 新型"	4	"test_05799212-n"
"严峻 面临 受 挑战 严苛 人民 典 少数 广大 打造 疫情 经 政治 更 党 我们 500多万 严重 人生 依然"	1	"test_trial_00794367-n"
"大 面对 成功 服务 证明 严酷 功能 电信 新 项目 最 体能 兑 场 得 时间 示范 船闸 轮胎 通航"	2	"test_trial_00794367-n"
"临床 鼠 实验 结果 人体 发现 疫苗 老鼠 表明 显示 动物 病毒 物质 细胞 中 患者 效果 方法 呈 作用"	3	"test_trial_00794367-n"
"测试 进行 试验 发射 空间 研究 科学 飞行 封装 站 飞船 卫星 太空 新科 导弹 病人 体温 拦截 材料 运行"	4	"test_trial_00794367-n"
"卫星 轨道 发射 同步 地球 火星 火箭 运载 静止 预定 飞船 飞行 技术 太空船 星 测控 航天 送入 颗 俄"	1	"track_09387222-n"
"交通 条 巴士 城市 在 、 运输 建设 上海 车辆 路 公共 施工 附近 上 公园 列车 线 行驶 边"	2	"track_09387222-n"
"走 群众 仔 发展 坚持 F4 MTV 充 冬 回顾 坑人 大众化 娱乐 封闭 店 循环 性感 攸关 消闲 特意"	3	"track_09387222-n"
"通过 解决 传播 和平 种 新 社区 党 铺平 问题 发展 办事处 走上 政治 有效 正确 纳入 东 传染 合作"	4	"track_09387222-n"
"产业 转型 协助 工业 专案 信息技术 行销 带动 离不开 经营 贷款 业 困境 提升 高科技 突破 中小 中小企业 企 促使"	1	"tradition_05667404-n"
"生活 饮食 国际 改变 养成 卫生 按 良好 按照 方式 消费 与 培养 种 个人 习惯 NA NA NA NA"	2	"tradition_05667404-n"
"友谊 关系 两国 之间 友好 伙伴 着 培育 增进 建交 珍视 老一辈 一代 中柬 共处 劝说 势力 印中 印度人 发展"	3	"tradition_05667404-n"
"文化 中国 、 民族 中华 历史 优良 艺术 表演 发扬 传统 「 民俗 精神 台湾 建筑 运动会 风俗 体育 继承"	4	"tradition_05667404-n"
"具有 文化 中国 社会主义 艺术 民族 传统 建筑 建设 具 作品 事业 鲜明 时代 现代 音乐 活动 创作 系列 有"	1	"trait_04616059-n"
"及 服务 环境 与 品质 工程 提昇 高 优势 农产品 空气 要求 等 分析 功能 医疗 明显 管理 不同 结构"	2	"trait_04616059-n"
"是 大 消费 个 人物 剪纸 外型 展现 相当 表现 新 : 充满 最 一样 个性 以往 保守 又 在于"	3	"trait_04616059-n"
"， 做 好 经营 商家 酒店 现在 沙斯 谈 了 受 受访 很 生意 越来越 公司 影响 丈夫 业者 兴隆"	1	"transaction_01106808-n"
"股 股票 全 活跃 个股 指数 活络 点 跌 下跌 成交 成交量 天 排名 转手 股价 总值 日圆 欧元 昨天"	2	"transaction_01106808-n"
"会 进行 产权 公平 暂停 笔 参展 契约 行政院 方式 行为 从事 土地 招标 军火 器官 成果 服装 毒品 秩序"	3	"transaction_01106808-n"
"证券 交易 市场 交易所 系统 期货 网 延长 外汇 柜台 中心 商品 业务 额度 银行 电子 保证金 电子商务 类 佔"	4	"transaction_01106808-n"
"发生 了 巨大 深刻 重大 翻天覆地 人们 1949年 条件 社会主义 面貌 NA NA NA NA NA NA NA NA NA"	1	"transformation_00398704-n"
"气候 公约 框架 联合国 全球 京都议定书 北极 大部份 数量 变化 1640年 1997年 企鹅 刘江 反馈 后果 响应 工作组 巴塔 应付"	2	"transformation_00398704-n"
"看 显著 护照 细胞 记录 信号 天气 X 不声不响 从而 剧 卡片 地图 基因 奸夫 导电 小于 形状 成分 最为"	3	"transformation_00398704-n"
"有 大 而 不会 没有 适应 太 作出 并 两岸 NA NA NA NA NA NA NA NA NA NA"	4	"transformation_00398704-n"
"基金 投资 国安 经理 货币 股票 银行 利率 央行 英勇 表现 国际 护盘 股市 证券 回流 投信 进场 机构 信托"	1	"treasury_13356985-n"
"补助 不足 用于 建设 技术 预算 项目 重建 财政 专项 增加 政府 地方 年度 有限 筹措 经费 获得 部分 企业"	2	"treasury_13356985-n"
"元 亿 筹集 投入 需 笔 新台币 美元 所 港元 5亿 约 工程 总额 近 拨款 研发 防治 须 帮助"	3	"treasury_13356985-n"
"达成 会谈 书面 兵变 圣普 首脑 谈判 之前 停止 和谈 埃及 电讯 高峰会 冲突 实施 未 巴 双方 为期 北韩"	1	"treaty_06773434-n"
"《 》 联合国 中日 修改 反导 打击 维护 美军 跨国 条约 决议 缔约国 伊朗 保护 文件 不扩散 京都议定书 及其 变化"	2	"treaty_06773434-n"
"贸易 自由 新闻 与 公司 双边 武器 签 公约 达致 禁止 组织 使用 供 化学 文字 稿 间 NA NA"	3	"treaty_06773434-n"
"签订 划定 合资 苏联 内 边界 6月 仪式 NA NA NA NA NA NA NA NA NA NA NA NA"	4	"treaty_06773434-n"
"签署 项 全面 卢萨卡 双方 核武器 中摩 乌克兰 本南 纽西兰 至今 银团 合作 NA NA NA NA NA NA NA"	5	"treaty_06773434-n"
"请 阵风 级 大 注意 八 九级 审核 特别 2 3 明 十 今 八级 到 九 海面 南海 意"	1	"vessel_watercraft_04530566-n"
"艘 船只 2万多 突尼斯 载 载有 船 246 250 三无 偷渡客 出入 另外 巡游 引领 总共 意大利 拆解 架次 租用"	2	"vessel_watercraft_04530566-n"
"、 航行 船舶 三峡 公司 事故 长江 飞机 集团 中国 技术 水域 航道 港口 海 中心 水位 海事 作业 停泊"	3	"vessel_watercraft_04530566-n"
"交换 就 深入 问题 广泛 达成 关心 领袖 候选国 双边 增进 情势 局势 美方 课题 题 共识 NA NA NA"	1	"view_opinion_06782019-n"
"听取 实验班 座谈会 铨叙部 立委 市民 认真 了 群众 修改 NA NA NA NA NA NA NA NA NA NA"	2	"view_opinion_06782019-n"
"发表 古人 网民 阿米蒂奇 张俊雄 指出 ？ 总统 立场 NA NA NA NA NA NA NA NA NA NA NA"	3	"view_opinion_06782019-n"
"分歧 交换 了 双方 问题 中东 刘古昌 前景 叙 可 合作 吕福源 妨碍 客人 德美 拯救 操作性 普罗迪 杨文昌 涪陵"	4	"view_opinion_06782019-n"
"不同 议员 有 对于 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA"	5	"view_opinion_06782019-n"
"提出 》 对 持 表达 他 征询 种 一致 NA NA NA NA NA NA NA NA NA NA NA"	6	"view_opinion_06782019-n"
"发表 自己 针对 他 卡片 怎样 普遍 关系 跨党派小组 读者 对 建议 指出 党务 吴乃仁 回扣 市镇 影响力 总统表 扁必反"	1	"viewpoint_06210363-n"
"不同 有 对 ： 改变 这 站 ？ 你 以 从 种 认为 个人 不一 仅 供 参考 吗 本"	2	"viewpoint_06210363-n"
"表达 立法院 法戈 国民党 强调 民进党 支持 临时会 亲民党 会期 何智辉 党籍 台海 同一 埃尔多安 官方 小三通 工作权 府 强烈"	3	"viewpoint_06210363-n"
"中国 一致 坚持 问题 持 美国 中立 强硬 重申 表明 阐述 基本 原则 上 反对 政府 立场 一贯 主义 採取"	4	"viewpoint_06210363-n"
"， 给予 球员 优惠 公平 最惠国 生活 种 不 ; 免 受到 广告 签证 方面 获得 享受 给 特殊 球会"	1	"wage_salary_13279262-n"
"元 支付 每 最 低 法郎 交易 亿 法国 董事 倍 高 扣除 新元 股票 证券 约 幅度 月 平均"	2	"wage_salary_13279262-n"
"职工 工资 成本 削减 改革 工人 结构 员工 公积金 变动 公务员 发放 拖欠 薪金 收入 减 教师 调整 重组 基本"	3	"wage_salary_13279262-n"
"伊拉克 发动 美国 伊 布什 美英 影响 对 推翻 后 在 使 伊拉 克 目的 武器 之后 阿拉伯 美军 中断"	1	"war_13981403-n"
