0.011198294,No.,Variety,Item,Causation,Cr,CrLocus,CrSynt,CrSem,CrPers,CrDef,CrIntent,ModalVerb,CseModality,CseAdverb,CseAdv,CseNeg,Ce,CeSynt,CeSem,CePers,CeDef,CeControl,CeRole,CsedModalVerb,CsedModality,CsedAdverb,CsedAdv,CsedNeg,CrCeCoref,Pred,PredSynt,PredSem,CsedProsody,CsedSemS,CsedSemT,Structure,ClauseType
0.701724277,972,ml,shi,yes,江苏各地,distant,cl,event,3,indef,intent,NA,none,NA,none,no,NA,np,inanim,3,indef,no,patient,NA,none,NA,none,no,no,进入,trans,telic,ntrl,phy,social,sg,simple
0.376682071,576,ml,rang,yes,NA,distant,pron,anim,1,def,intent,NA,none,NA,none,no,NA,np,inanim,3,indef,no,patient,能够,ability,NA,none,no,no,盛开,intrans,telic,pstv,phy,social,sg,simple
0.343900785,581,ml,rang,yes,NA,distant,cl,event,1,def,intent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,expcer,NA,none,NA,none,no,no,了解,trans,telic,pstv,ment,social,mul,simple
0.143956568,582,ml,rang,yes,NA,distant,cl,event,3,def,intent,NA,none,NA,none,no,NA,np,anim,3,indef,no,befry,NA,none,NA,none,no,no,学会,trans,telic,pstv,social,social,sg,simple
0.600303622,952,sg,shi,yes,范尼,distant,cl,event,3,def,unintent,NA,none,NA,none,no,NA,np,anim,3,def,no,befry,NA,none,NA,none,no,no,失去,trans,telic,neg,phy,social,sg,simple
0.110850953,2677,sg,rang,yes,NA,distant,cl,event,3,def,unintent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,agent,NA,none,NA,none,no,no,乘虚而入,idiom,telic,ntrl,phy,social,sg,simple
0.357681934,1457,tw,rang,yes,NA,adjacent,np,inanim,3,def,unintent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,agent,NA,none,更方便,manner,no,no,運用,trans,atelic,pstv,social,social,sg,simple
0.658770834,2692,sg,rang,yes,NA,distant,np,anim,3,def,intent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,agent,可以,ability,NA,none,no,no,申请,trans,telic,pstv,social,social,sg,simple
0.741431601,972,sg,ling,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,不禁,oth,no,NA,np,anim,3,indef,yes,agent,NA,none,NA,none,no,no,呼吁,trans,atelic,ntrl,social,social,sg,simple
0.080063521,2696,sg,rang,yes,NA,distant,cl,event,3,def,intent,NA,none,NA,none,no,NA,np,anim,3,indef,no,befry,NA,none,NA,none,no,no,有,trans,telic,pstv,social,social,sg,simple
0.450227854,2697,sg,rang,yes,NA,distant,cl,event,3,def,intent,NA,none,NA,none,no,NA,np,anim,3,indef,no,expcer,NA,none,更,degree,no,no,有,trans,state,pstv,ment,ment,sg,simple
0.347448641,988,ml,shi,yes,韩国旅游部门,distant,cl,event,3,def,intent,NA,none,NA,none,no,NA,np,inanim,3,indef,no,patient,NA,none,NA,none,no,no,得到,trans,telic,pstv,social,social,sg,simple
0.057281633,1468,tw,rang,yes,NA,distant,pron,anim,1,def,intent,NA,none,NA,none,no,NA,np,inanim,3,indef,no,patient,得以,ability,無限可能的,manner,no,no,延伸,intrans,atelic,pstv,phy,social,sg,simple
0.830003055,445,tw,shi,yes,國親,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,增加為,trans,telic,ntrl,phy,social,sg,simple
0.944169164,598,ml,rang,yes,NA,adjacent,np,inanim,3,indef,unintent,NA,none,NA,none,no,NA,np,anim,3,def,no,befry,NA,none,一次又一次,time,no,no,无功而返,idiom,telic,neg,phy,social,sg,simple
0.779704691,1470,tw,rang,yes,NA,distant,cl,event,3,def,intent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,agent,能,ability,NA,none,yes,no,觀賞到,trans,telic,pstv,phy,phy,sg,simple
0.148501269,2705,sg,rang,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,真的,oth,no,NA,np,inanim,3,def,no,theme,NA,none,NA,none,no,no,急跌,intrans,atelic,neg,phy,social,sg,simple
0.014436798,961,sg,shi,yes,这,adjacent,pron,event,3,def,unintent,NA,none,将,time,no,本周的吉隆坡股市涨势,np,inanim,3,def,no,theme,NA,none,更,degree,no,no,全面,adj,state,ntrl,phy,social,sg,simple
0.182770223,966,sg,shi,yes,电缆电视“星和视界”的华语频道节目,distant,np,inanim,3,def,unintent,NA,none,NA,none,no,NA,np,anim,3,def,yes,agent,NA,none,NA,none,no,no,逆流而上,idiom,atelic,pstv,phy,social,sg,simple
0.022539462,605,ml,rang,yes,NA,adjacent,np,inanim,3,indef,unintent,NA,none,NA,none,no,NA,np,event,3,def,no,theme,NA,none,NA,none,no,no,变成,copula,telic,neg,phy,ment,sg,simple
0.326551652,995,ml,shi,yes,中国,distant,cl,event,3,def,intent,NA,none,NA,none,no,NA,np,event,3,def,no,theme,NA,none,NA,none,no,no,取得,trans,telic,pstv,phy,social,sg,simple
0.229728888,2726,sg,rang,yes,NA,adjacent,pron,anim,3,def,unintent,会,poss,NA,none,no,NA,np,inanim,3,def,no,patient,NA,none,慢慢,time,no,no,增值,intrans,atelic,ntrl,social,social,mul,simple
0.153660491,451,tw,shi,yes,NA,adjacent,np,inanim,3,def,unintent,NA,none,NA,none,no,NA,np,anim,3,def,no,expcer,NA,none,NA,none,no,no,憂心,intrans,state,neg,ment,ment,sg,simple
0.893979072,2740,sg,rang,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,inanim,3,def,no,theme,NA,none,NA,none,no,no,多,trans,atelic,pstv,phy,social,sg,simple
0.314634327,1014,ml,shi,yes,NA,adjacent,vp,event,na,na,unintent,NA,none,NA,none,no,NA,np,event,3,indef,no,theme,NA,none,更加,degree,no,no,频繁,adj,state,neg,phy,phy,mul,simple
0.235631952,1485,tw,rang,yes,NA,distant,cl,event,3,def,intent,NA,none,NA,none,no,NA,np,event,3,def,no,patient,NA,none,更,degree,no,no,好,adj,state,pstv,social,social,sg,simple
0.33426354,2744,sg,rang,yes,NA,adjacent,np,inanim,3,def,unintent,NA,none,就,oth,no,NA,np,anim,3,def,no,expcer,NA,none,NA,none,no,no,深刻,adj,state,ntrl,ment,ment,sg,simple
0.962890759,2750,sg,rang,yes,NA,distant,na,na,3,indef,intent,NA,none,NA,none,no,NA,np,inanim,3,indef,no,patient,NA,none,NA,none,no,no,重现,trans,telic,pstv,phy,phy,sg,simple
0.97474966,611,ml,rang,yes,NA,adjacent,np,anim,3,indef,intent,NA,none,NA,none,no,NA,np,inanim,3,indef,no,theme,NA,none,NA,none,no,no,具有,trans,state,ntrl,phy,phy,sg,simple
0.285306324,1498,tw,rang,yes,NA,distant,np,anim,3,def,intent,NA,none,NA,none,no,NA,np,inanim,3,def,no,theme,NA,none,NA,none,no,no,回歸,trans,telic,pstv,phy,social,sg,simple
0.890034831,1022,ml,shi,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,增长,intrans,atelic,pstv,phy,phy,sg,simple
0.938900425,1020,ml,shi,yes,NA,adjacent,np,inanim,3,def,unintent,NA,none,将,time,no,NA,np,inanim,3,def,no,patient,NA,none,进一步,degree,no,no,复杂化,intrans,atelic,neg,social,social,sg,simple
0.207982484,2753,sg,rang,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,anim,3,def,no,expcer,NA,none,NA,none,no,no,耳根清净,idiom,state,pstv,phy,ment,sg,simple
0.964845201,1500,tw,rang,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,inanim,3,def,no,theme,NA,none,NA,none,no,no,出現,trans,telic,pstv,phy,social,sg,simple
0.350145377,2754,sg,rang,yes,NA,implicit,cl,event,na,na,unintent,能够,ability,NA,none,no,NA,np,event,3,def,no,theme,NA,none,进一步,degree,no,no,取得,trans,telic,pstv,phy,social,sg,simple
0.770486377,981,sg,shi,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,anim,3,def,no,patient,NA,none,NA,none,no,no,面临,trans,state,neg,phy,social,sg,simple
0.235444301,983,sg,ling,yes,NA,adjacent,vp,event,na,na,unintent,NA,none,NA,none,no,NA,np,anim,3,def,no,expcer,NA,none,NA,none,no,no,悲恸,adj,state,neg,ment,ment,sg,simple
0.884637564,982,sg,ling,yes,因客观因素,distant,cl,inanim,3,indef,unintent,NA,none,NA,none,no,NA,np,anim,3,def,no,agent,或许不可以,ability,NA,none,yes,no,参演,trans,telic,ntrl,phy,social,sg,simple
0.533774405,1025,ml,shi,yes,NA,implicit,na,na,na,na,intent,NA,none,NA,none,no,NA,np,inanim,3,def,no,theme,NA,none,NA,none,no,no,达到,trans,telic,ntrl,phy,phy,mul,simple
0.222744058,1506,tw,rang,yes,NA,adjacent,np,event,3,indef,unintent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,agent,不敢,incl,NA,none,yes,no,預測,trans,atelic,ntrl,ment,social,sg,simple
0.729925397,1511,tw,rang,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,anim,3,indef,no,befry,NA,none,NA,none,no,no,損失,trans,telic,neg,phy,social,sg,simple
0.500250491,1029,ml,shi,yes,批准了《次区域发展未来十年战略框架》,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,event,3,indef,no,theme,NA,none,NA,none,no,no,进入,trans,telic,pstv,phy,social,sg,simple
0.199557875,1032,ml,shi,yes,该项铁路联网工程,distant,np,inanim,3,def,unintent,NA,none,NA,none,no,NA,np,inanim,3,def,no,theme,NA,none,更加,degree,no,no,迅捷,adj,state,pstv,phy,social,sg,simple
0.600474807,1036,ml,shi,yes,欧盟宪法,adjacent,np,inanim,3,def,unintent,会,ability,NA,none,no,欧盟,np,anim,3,def,yes,agent,NA,none,更有效地,manner,no,no,发挥,trans,atelic,pstv,social,social,sg,simple
0.290302331,2765,sg,rang,yes,NA,adjacent,np,event,3,def,unintent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,agent,NA,none,齐声,manner,no,no,高唱,trans,atelic,ntrl,phy,phy,sg,simple
0.198300702,2766,sg,rang,yes,NA,adjacent,pron,anim,1,def,intent,不想,incl,NA,none,yes,NA,np,anim,3,indef,yes,agent,NA,none,再,time,no,no,等,intrans,state,ntrl,phy,phy,sg,simple
0.540209152,1523,tw,rang,yes,NA,distant,cl,event,3,def,unintent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,expcer,NA,none,NA,none,no,no,重温,trans,atelic,ntrl,ment,ment,sg,simple
0.493281343,465,tw,shi,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,inanim,3,def,no,patient,NA,none,又,time,no,no,走揚,intrans,atelic,ntrl,phy,social,sg,simple
0.5613049,1039,ml,shi,yes,NA,adjacent,pron,event,3,def,unintent,NA,none,NA,none,no,NA,np,inanim,3,def,no,befry,NA,none,NA,none,no,no,包袱沉重,adj,state,neg,phy,social,sg,simple
0.510036816,467,tw,shi,yes,NA,adjacent,np,inanim,3,def,unintent,NA,none,NA,none,no,NA,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,惡化,intrans,atelic,neg,phy,social,sg,simple
0.633422912,1529,tw,rang,yes,NA,distant,pron,anim,3,def,intent,NA,none,全力,oth,no,NA,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,審查,intrans,atelic,ntrl,social,social,sg,simple
0.233853953,986,sg,ling,yes,NA,adjacent,np,event,3,def,unintent,NA,none,的确,oth,no,NA,np,inanim,3,def,no,patient,NA,none,稍,degree,no,no,受,trans,telic,neg,phy,social,sg,simple
0.041884678,621,ml,rang,yes,NA,distant,cl,event,3,def,intent,NA,none,NA,none,no,NA,np,inanim,3,def,no,theme,NA,none,NA,none,no,no,成为,copula,telic,ntrl,phy,phy,sg,simple
0.072232547,1041,ml,shi,yes,NA,implicit,na,na,na,na,intent,NA,none,NA,none,no,NA,np,inanim,3,def,no,patient,能够,ability,NA,none,no,no,得到,trans,telic,pstv,social,social,sg,simple
0.847979984,622,ml,rang,yes,NA,distant,na,na,3,indef,intent,NA,none,NA,none,no,NA,np,anim,3,indef,no,expcer,NA,none,切实,manner,no,no,体会到,trans,telic,pstv,ment,social,sg,simple
0.972024111,1537,tw,rang,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,agent,NA,none,NA,none,no,no,讚嘆,intrans,atelic,pstv,social,social,sg,simple
0.431000595,990,sg,shi,yes,NA,implicit,na,na,na,na,intent,要,nece,NA,none,no,NA,np,event,3,indef,no,theme,NA,none,都,range,no,no,成为,copula,telic,pstv,phy,ment,sg,simple
0.248735156,992,sg,shi,yes,NA,adjacent,pron,event,3,def,unintent,NA,none,NA,none,no,NA,np,anim,3,def,no,expcer,NA,none,NA,none,no,no,明白,trans,telic,ntrl,ment,ment,sg,simple
0.33027341,1546,tw,rang,yes,NA,distant,cl,event,3,def,intent,NA,none,NA,none,no,NA,np,anim,3,indef,no,befry,NA,none,都,range,no,no,有,trans,telic,pstv,phy,phy,sg,simple
0.892886345,993,sg,shi,yes,乘客们,distant,cl,event,3,indef,intent,NA,none,NA,none,no,NA,np,event,3,indef,no,theme,NA,none,NA,none,no,no,变得,copula,telic,pstv,phy,social,sg,simple
0.492392296,2788,sg,rang,yes,NA,adjacent,np,inanim,3,indef,unintent,NA,none,NA,none,no,NA,np,inanim,3,indef,no,theme,NA,none,簌簌,manner,no,no,起舞,intrans,atelic,ntrl,phy,phy,mul,simple
0.933012867,469,tw,shi,yes,NA,implicit,cl,event,na,na,intent,NA,none,NA,none,no,NA,np,inanim,3,def,no,theme,NA,none,分别,range,no,no,高达,trans,telic,ntrl,phy,social,sg,simple
0.00107398,995,sg,shi,yes,NA,adjacent,np,inanim,3,def,unintent,可以,ability,NA,none,no,NA,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,升高,intrans,state,ntrl,phy,phy,mul,simple
0.180130945,2798,sg,rang,yes,NA,distant,np,anim,3,indef,intent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,befry,NA,none,NA,none,no,no,大饱眼福,idiom,telic,pstv,phy,ment,sg,simple
0.442856249,1054,ml,shi,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,inanim,3,def,no,patient,NA,none,不断,time,no,no,增加,intrans,atelic,pstv,phy,phy,mul,simple
0.155266534,1565,tw,rang,yes,風管處,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,expcer,NA,none,深深,degree,no,no,感受,trans,state,pstv,ment,ment,sg,simple
0.541566107,1567,tw,rang,yes,建議民眾,distant,na,na,3,indef,intent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,agent,能,ability,NA,none,no,no,紀錄,trans,state,ntrl,social,social,sg,simple
0.354950882,1568,tw,rang,yes,",雲林的觀光休閒旅遊",implicit,np,inanim,na,na,intent,要,nece,NA,none,no,NA,np,anim,3,indef,yes,expcer,NA,none,NA,none,no,no,享受,trans,atelic,pstv,phy,phy,sg,simple
0.730713155,1569,tw,rang,yes,NA,distant,cl,event,3,def,intent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,expcer,NA,none,NA,none,no,no,享受,trans,atelic,pstv,phy,phy,sg,simple
0.742545024,1579,tw,rang,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,anim,3,indef,no,agent,可,ability,轻松,manner,no,no,辨識,trans,telic,pstv,phy,social,sg,simple
0.595988571,1588,tw,rang,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,agent,能,ability,NA,none,no,no,來去自如,idiom,atelic,pstv,phy,phy,sg,simple
0.865836033,474,tw,shi,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,anim,3,indef,no,befry,NA,none,NA,none,no,no,耳熟能詳,idiom,telic,ntrl,phy,social,mul,simple
0.879365517,1600,tw,rang,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,expcer,NA,none,NA,none,no,no,感受體驗,trans,state,pstv,ment,ment,sg,simple
0.711324043,1609,tw,rang,yes,NA,adjacent,np,inanim,3,def,unintent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,expcer,NA,none,NA,none,no,no,熟悉,trans,telic,pstv,ment,ment,sg,simple
0.800666529,1610,tw,rang,yes,NA,implicit,na,inanim,na,na,unintent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,agent,可,ability,NA,none,no,no,搭,trans,atelic,ntrl,phy,phy,mul,simple
0.154513675,1611,tw,rang,yes,NA,implicit,na,na,na,na,intent,NA,none,NA,none,no,NA,np,anim,3,indef,no,befry,NA,none,NA,none,no,no,生活,intrans,state,pstv,social,social,sg,simple
0.325143764,1615,tw,rang,yes,民進黨,distant,vp,event,3,def,intent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,expcer,NA,none,NA,none,no,no,瞭解,trans,telic,ntrl,ment,social,sg,simple
0.966257698,1619,tw,rang,yes,NA,distant,np,event,3,def,unintent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,expcer,NA,none,NA,none,no,no,瞭解,trans,telic,pstv,ment,social,sg,simple
0.095353899,1630,tw,rang,yes,NA,implicit,cl,event,na,na,intent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,expcer,能够,ability,NA,none,no,no,歡度,trans,telic,pstv,social,social,sg,simple
0.918064833,476,tw,shi,yes,NA,implicit,na,na,na,na,intent,NA,none,NA,none,no,民眾,np,anim,3,indef,yes,agent,能,ability,有效,manner,no,no,区别,trans,telic,pstv,social,social,sg,simple
0.935808665,1633,tw,rang,yes,NA,distant,np,event,3,def,unintent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,expcer,NA,none,亲身,manner,no,no,感受,trans,state,ntrl,ment,ment,sg,simple
0.717880417,1640,tw,rang,yes,NA,adjacent,np,inanim,3,indef,unintent,NA,none,NA,none,no,NA,np,anim,3,indef,no,befry,NA,none,NA,none,no,no,遠離,trans,atelic,pstv,phy,social,mul,simple
0.522415556,478,tw,shi,yes,他,distant,cl,event,3,def,unintent,NA,none,NA,none,no,NA,np,anim,3,def,no,theme,NA,none,NA,none,no,no,成为,copula,telic,ntrl,phy,social,sg,simple
0.128537,1650,tw,rang,yes,NA,distant,na,na,3,def,intent,NA,none,NA,none,no,NA,np,inanim,3,def,no,patient,能夠,ability,再,time,no,no,確認,intrans,telic,pstv,social,social,sg,simple
0.994205034,2808,sg,rang,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,inanim,3,def,no,theme,NA,none,有些,degree,no,no,尴尬冷清,adj,state,neg,ment,social,sg,simple
0.164858865,990,sg,ling,yes,NA,distant,vp,event,3,indef,intent,可,ability,NA,none,no,NA,np,inanim,3,indef,no,patient,NA,none,NA,none,no,no,扩张,intrans,atelic,pstv,phy,phy,sg,simple
0.523482624,1653,tw,rang,yes,NA,adjacent,cl,event,3,def,unintent,NA,none,更是,degree,no,NA,np,inanim,3,def,no,theme,NA,none,NA,none,no,no,high,adj,atelic,pstv,phy,ment,sg,simple
0.260714412,1059,ml,shi,yes,NA,adjacent2,cl,inanim,na,na,unintent,NA,none,NA,none,no,NA,np,inanim,3,def,no,theme,NA,none,NA,none,no,no,形成,trans,telic,ntrl,phy,phy,mul,simple
0.403076834,2810,sg,rang,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,anim,3,def,no,expcer,NA,none,NA,none,no,no,心痛,intrans,state,neg,phy,ment,sg,simple
0.954177074,1061,ml,shi,yes,NA,adjacent,np,inanim,3,indef,unintent,NA,none,NA,none,no,NA,np,inanim,3,def,no,befry,NA,none,NA,none,yes,no,抵挡,trans,telic,neg,phy,social,sg,simple
0.29074632,1062,ml,shi,yes,特里萨,distant,cl,event,3,def,intent,NA,none,NA,none,no,NA,np,anim,3,def,no,theme,NA,none,NA,none,no,no,看起来像是,copula,state,ntrl,phy,phy,sg,simple
0.957732352,1657,tw,rang,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,inanim,3,def,no,patient,NA,none,順利,manner,no,no,建置,intrans,telic,pstv,phy,phy,mul,simple
0.462505121,1063,ml,shi,yes,这,distant,cl,event,3,def,unintent,NA,none,NA,none,no,NA,np,inanim,3,def,no,theme,NA,none,NA,none,no,no,被认为是,intrans,state,neg,ment,social,sg,simple
0.202386626,1659,tw,rang,yes,NA,adjacent,np,inanim,3,def,unintent,NA,none,終於,time,no,NA,np,anim,3,def,no,patient,NA,none,也,range,no,no,出土,intrans,telic,pstv,phy,social,sg,simple
0.731374386,2811,sg,rang,yes,NA,adjacent,np,anim,3,def,intent,NA,none,NA,none,no,NA,np,inanim,3,indef,no,patient,NA,none,NA,none,no,no,延长,trans,atelic,ntrl,phy,social,sg,simple
0.622935254,992,sg,ling,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,inanim,3,def,no,befry,NA,none,NA,none,no,no,获益,intrans,atelic,pstv,social,social,sg,simple
0.420191625,485,tw,shi,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,anim,3,def,no,befry,NA,none,NA,none,no,no,逃過一劫,idiom,telic,pstv,phy,phy,sg,simple
0.11331702,313,ml,ling,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,anim,3,def,no,expcer,NA,none,NA,none,no,no,大伤脑筋,idiom,state,neg,phy,ment,sg,simple
0.412069227,1001,sg,shi,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,np,np,inanim,3,def,no,theme,NA,none,再,time,no,no,出现,trans,telic,pstv,phy,social,sg,simple
0.31642765,1066,ml,shi,yes,NA,adjacent,np,inanim,3,indef,unintent,NA,none,NA,none,no,NA,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,减少,intrans,atelic,pstv,phy,phy,sg,simple
0.102023808,2821,sg,rang,yes,NA,adjacent,np,anim,3,def,intent,NA,none,很乐意,oth,no,NA,np,anim,3,def,no,expcer,NA,none,NA,none,no,no,知道,trans,telic,ntrl,ment,social,sg,simple
0.952836857,1006,sg,shi,yes,立委们,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,减弱,intrans,atelic,neg,phy,social,sg,simple
0.542024632,1068,ml,shi,yes,日本政府引导政策,adjacent,np,inanim,3,indef,unintent,NA,none,NA,none,no,法那克公司,np,anim,3,def,no,befry,NA,none,NA,none,no,no,发展成为,trans,telic,pstv,social,social,sg,simple
0.519605257,1673,tw,rang,yes,NA,adjacent,np,inanim,3,def,unintent,能够,ability,NA,none,no,NA,np,anim,3,indef,yes,expcer,NA,none,NA,none,no,no,喜愛,trans,state,pstv,ment,social,sg,simple
0.162947876,1007,sg,shi,yes,NA,implicit,cl,event,3,def,intent,NA,none,NA,none,no,NA,np,anim,3,def,yes,agent,能,ability,NA,none,no,no,建立,trans,telic,pstv,phy,social,sg,simple
0.852134498,647,ml,rang,yes,NA,distant,cl,event,3,def,unintent,NA,none,NA,none,no,NA,np,anim,3,def,yes,agent,NA,none,NA,none,no,no,打出,trans,telic,ntrl,phy,social,sg,simple
0.171523402,492,tw,shi,yes,泰國政府,adjacent,np,anim,3,def,intent,NA,none,NA,none,no,NA,np,inanim,3,def,no,theme,NA,none,NA,none,no,no,转弱,intrans,atelic,ntrl,phy,social,sg,simple
0.902586777,1674,tw,rang,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,anim,3,indef,no,expcer,NA,none,NA,none,no,no,敬畏,intrans,state,pstv,ment,ment,sg,simple
0.272751492,1081,ml,shi,yes,NA,adjacent,vp,event,na,na,unintent,NA,none,NA,none,no,NA,np,inanim,3,indef,no,theme,NA,none,安然,manner,no,no,入海,intrans,telic,pstv,phy,phy,sg,simple
0.723607963,1083,ml,shi,yes,NA,adjacent,vp,event,na,na,unintent,NA,none,NA,none,no,NA,np,event,3,indef,no,patient,NA,none,NA,none,no,no,增加,intrans,atelic,neg,phy,phy,sg,simple
0.93455781,362,tw,ling,yes,NA,adjacent,np,inanim,3,def,unintent,NA,none,也,range,no,NA,np,anim,3,def,no,expcer,NA,none,NA,none,no,no,擔憂,intrans,state,neg,ment,ment,sg,simple
0.582536258,997,sg,ling,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,inanim,3,def,no,theme,NA,none,NA,none,no,no,兼而有之,idiom,state,pstv,social,social,sg,simple
0.738970039,1086,ml,shi,yes,青海省,distant,cl,event,3,def,intent,NA,none,NA,none,no,NA,np,inanim,3,def,no,theme,NA,none,NA,none,no,no,达到,trans,telic,ntrl,phy,phy,sg,simple
0.606493449,1087,ml,shi,yes,NA,adjacent,pron,event,3,def,unintent,才能,ability,NA,none,no,NA,np,inanim,3,indef,no,theme,NA,none,更加,degree,no,no,精确,adj,state,pstv,phy,phy,sg,simple
0.031966529,1088,ml,shi,yes,NA,adjacent,np,inanim,3,def,unintent,NA,none,将,time,no,NA,np,inanim,3,def,no,theme,NA,none,NA,none,no,no,覆盖,trans,telic,ntrl,phy,social,sg,simple
0.798676907,1091,ml,shi,yes,NA,implicit,na,na,na,na,intent,NA,none,NA,none,no,NA,pron,anim,3,indef,no,patient,NA,none,NA,none,no,no,越办越好,idiom,atelic,pstv,social,social,mul,simple
0.92696716,1683,tw,rang,yes,NA,distant,np,inanim,3,indef,unintent,NA,none,NA,none,no,NA,np,anim,3,indef,no,befry,可,ability,NA,none,no,no,有,trans,telic,pstv,phy,social,sg,simple
0.382274442,1682,tw,rang,yes,NA,adjacent,pron,anim,3,def,intent,会,poss,NA,none,no,NA,np,anim,3,indef,no,expcer,NA,none,NA,none,no,no,有,trans,state,pstv,ment,ment,sg,simple
0.839223334,496,tw,shi,yes,美國,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,inanim,3,def,no,theme,NA,none,NA,none,no,no,增长,intrans,atelic,neg,phy,social,sg,simple
0.129558459,1685,tw,rang,yes,NA,distant,np,anim,3,indef,intent,NA,none,NA,none,no,NA,np,inanim,3,indef,no,agent,NA,none,NA,none,no,no,吞下,intrans,telic,ntrl,phy,phy,sg,simple
0.563387327,499,tw,shi,yes,長期而慢性的壓力,distant,np,inanim,3,indef,unintent,会,ability,NA,none,no,NA,np,inanim,3,def,no,patient,NA,none,NA,none,no,no,萎縮,intrans,atelic,neg,phy,phy,mul,simple
0.012925241,1692,tw,rang,yes,NA,adjacent2,cl,event,na,na,unintent,NA,none,NA,none,no,NA,np,anim,3,indef,no,expcer,NA,none,NA,none,no,no,多,trans,atelic,neg,phy,ment,sg,simple
0.226214149,1693,tw,rang,yes,NA,distant,cl,event,3,def,intent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,befry,NA,none,NA,none,no,no,大飽口福,idiom,telic,pstv,phy,phy,sg,simple
0.155423284,1699,tw,rang,yes,NA,adjacent,np,inanim,3,def,unintent,NA,none,NA,none,no,NA,np,inanim,3,indef,no,patient,NA,none,NA,none,no,no,外洩,intrans,telic,neg,phy,social,sg,simple
0.621410435,1705,tw,rang,yes,NA,distant,cl,event,3,def,intent,NA,none,NA,none,no,NA,np,anim,3,indef,yes,agent,NA,none,NA,none,no,no,旅遊,intrans,atelic,pstv,phy,phy,mul,simple
0.106278059,1706,tw,rang,yes,NA,distant,cl,event,3,def,unintent,NA,none,NA,none,no,NA,np,anim,3,indef,no,befry,能,ability,NA,none,no,no,有所依循,intrans,state,pstv,social,social,sg,simple
